addressString,fullAddress,score,precision,faults,X,Y,Cultivar,Blooming
6th and St George,"6th Ave and George St, Prince George, BC",83,INTERSECTION(100),"[STREET_TYPE.missing:6, STREET_TYPE.notPrefix:0, LOCALITY.missing:10, PROVINCE.missing:1]",-122.7446243,53.9137624,Jugatsu-zakura,01/01-01/10
9hwy in Agassiz,"In Mon Tin Dr, Agassiz, BC",72,STREET(78),"[STREET_NAME.partialMatch:1, STREET_TYPE.notMatched:3, STREET_TYPE.spelledWrong:1, STREET_TYPE.notPrefix:0, PROVINCE.missing:1]",-121.730771,49.2527954,Kanzan,04/10-04/25
16th,"16 Avenue Underpass, Surrey, BC",65,STREET(78),"[STREET_NAME.partialMatch:1, LOCALITY.missing:10, STREET_QUALIFIER.missing:1, PROVINCE.missing:1]",-122.7691973,49.031117,Kanzan,04/10-04/25
20th east from Puget Dr,BC,1,PROVINCE(1),[],-122.7452849,53.913051,Kanzan,04/10-04/25
30th,"30 Cres, Vernon, BC",61,STREET(78),"[LOCALITY.missing:10, STREET_TYPE.missing:6, PROVINCE.missing:1, MAX_RESULTS.too_low_to_include_all_best_matches:0]",-119.2580135,50.2638026,Kanzan,04/10-04/25
33rd,"33 St, Vernon, BC",61,STREET(78),"[LOCALITY.missing:10, STREET_TYPE.missing:6, PROVINCE.missing:1, MAX_RESULTS.too_low_to_include_all_best_matches:0]",-119.2751181,50.2636545,Kanzan,04/10-04/25
20th and Arbutus,"Arbutus St and W 20th Ave, Vancouver, BC",75,INTERSECTION(100),"[STREET_DIRECTION.missing:2, STREET_DIRECTION.notSuffix:0, STREET_TYPE.missing:6, STREET_TYPE.missing:6, LOCALITY.missing:10, PROVINCE.missing:1]",-123.1529483,49.2543924,Kanzan,04/10-04/25
30th and Valley Dr,"Valley Dr and W 30th Ave, Vancouver, BC",81,INTERSECTION(100),"[STREET_DIRECTION.missing:2, STREET_DIRECTION.notSuffix:0, STREET_TYPE.missing:6, LOCALITY.missing:10, PROVINCE.missing:1]",-123.1523729,49.2447675,Kanzan,04/10-04/25
4555 Magnolia St,"4555 Magnolia St, Vancouver, BC",89,CIVIC_NUMBER(100),"[LOCALITY.missing:10, PROVINCE.missing:1]",-123.1500403,49.2452076,Kanzan,04/10-04/25
Lawrence and Camrose,"Camrose Dr and Lawrence St, Burnaby, BC",77,INTERSECTION(100),"[STREET_TYPE.missing:6, STREET_TYPE.missing:6, LOCALITY.missing:10, PROVINCE.missing:1, MAX_RESULTS.too_low_to_include_all_best_matches:0]",-122.9460959,49.2587634,Kanzan,04/10-04/25
Neville Street,"Neville St, Burnaby, BC",67,STREET(78),"[LOCALITY.missing:10, PROVINCE.missing:1, MAX_RESULTS.too_low_to_include_all_best_matches:0]",-122.9833762,49.213917,Kanzan,04/10-04/25
Kingsway Waltham,"Walth 3 near Kitimat, BC",44,LOCALITY(68),"[LOCALITY_INITIAL_GARBAGE.notAllowed:20, LOCALITY.partialMatch:1, LOCALITY.spelledWrong:2, PROVINCE.missing:1]",-128.6513888,53.9497222,Kanzan,04/10-04/25
HighGate Village at Kingsway and Hall,"Hall in Nelson, BC",55,LOCALITY(68),"[STREET_NAME.notMatched:12, PROVINCE.missing:1]",-117.2341666,49.3830556,Kanzan,04/10-04/25
Gilley and Marine Dr,"Gilley Ave and Marine Dr, Burnaby, BC",83,INTERSECTION(100),"[STREET_TYPE.missing:6, LOCALITY.missing:10, PROVINCE.missing:1]",-122.9782725,49.205418,Kanzan,04/10-04/25
16th ave and 1st St,"16th Ave and 1st St, Burnaby, BC",89,INTERSECTION(100),"[LOCALITY.missing:10, PROVINCE.missing:1, MAX_RESULTS.too_low_to_include_all_best_matches:0]",-122.9252513,49.2279427,Kanzan,04/10-04/25
18th Ave 1st st,"18 1st Ave, Kelowna, BC",88,BLOCK(99),"[LOCALITY.missing:10, STREET_TYPE.notPrefix:0, PROVINCE.missing:1, MAX_RESULTS.too_low_to_include_all_best_matches:0]",-119.400887,50.019614,Kanzan,04/10-04/25
1st St,"1 St. Anthony Crt, Mackenzie, BC",82,CIVIC_NUMBER(100),"[LOCALITY.missing:10, STREET_TYPE.missing:6, PROVINCE.missing:1, STREET_NAME.partialMatch:1, MAX_RESULTS.too_low_to_include_all_best_matches:0]",-123.0909494,55.3430662,Kanzan,04/10-04/25
Rusell Ave Nolan St,"St. Eugene Mission in Cranbrook, BC",55,LOCALITY(68),"[STREET_NAME.notMatched:12, PROVINCE.missing:1]",-115.7508333,49.5830556,Kanzan,04/10-04/25
Ismaili Centre on Sprott,"Sproatt in Whistler, BC",45,LOCALITY(68),"[LOCALITY_INITIAL_GARBAGE.notAllowed:20, LOCALITY.partialMatch:0, LOCALITY.spelledWrong:2, PROVINCE.missing:1]",-123.0344445,50.0830556,Kanzan,04/10-04/25
Ledger and Canada Way,"Canada Way and Ledger Ave, Burnaby, BC",83,INTERSECTION(100),"[STREET_TYPE.missing:6, LOCALITY.missing:10, PROVINCE.missing:1, MAX_RESULTS.too_low_to_include_all_best_matches:0]",-122.9720364,49.2440353,Kanzan,04/10-04/25
Curle and Kalyk,"Curle Ave and Kalyk Ave, Burnaby, BC",77,INTERSECTION(100),"[STREET_TYPE.missing:6, STREET_TYPE.missing:6, LOCALITY.missing:10, PROVINCE.missing:1, MAX_RESULTS.too_low_to_include_all_best_matches:0]",-123.0131428,49.2518124,Kanzan,04/10-04/25
Royal Oak,"Royal Oak in Saanich, BC",66,LOCALITY(68),"[LOCALITY.partialMatch:1, PROVINCE.missing:1]",-123.3844445,48.4830555,Kanzan,04/10-04/25
5249 Chaffey Ave,"5249 Chaffey Ave, Burnaby, BC",89,CIVIC_NUMBER(100),"[LOCALITY.missing:10, PROVINCE.missing:1]",-123.0078429,49.2366182,Kanzan,04/10-04/25
3639-3643 Lynndale Crescent,"UNIT 3639 -- 3643 Lynndale Cres, Burnaby, BC",88,CIVIC_NUMBER(100),"[UNIT_DESIGNATOR.missing:0, UNIT_NUMBER.notMatched:1, LOCALITY.missing:10, PROVINCE.missing:1]",-122.953631,49.2504599,Kanzan,04/10-04/25
3515 Lynndale Crescent,"3515 Lynndale Cres, Burnaby, BC",89,CIVIC_NUMBER(100),"[LOCALITY.missing:10, PROVINCE.missing:1]",-122.952491,49.2529681,Kanzan,04/10-04/25
3131 Lake City Way,"3131 Lake City Way, Burnaby, BC",88,BLOCK(99),"[LOCALITY.missing:10, PROVINCE.missing:1]",-122.9380628,49.2570872,Kanzan,04/10-04/25
2280 Holdom Ave,"2280 Holdom Ave, Burnaby, BC",89,CIVIC_NUMBER(100),"[LOCALITY.missing:10, PROVINCE.missing:1]",-122.9800575,49.2631208,Kanzan,04/10-04/25
4888 Brentwood Dr,"4888 Brentwood Dr, Burnaby, BC",89,CIVIC_NUMBER(100),"[LOCALITY.missing:10, PROVINCE.missing:1]",-122.9933313,49.266266,Kanzan,04/10-04/25
3170 Willingdon Green,"3170 Willingdon Green, Burnaby, BC",88,BLOCK(99),"[LOCALITY.missing:10, PROVINCE.missing:1]",-123.000828,49.2554331,Kanzan,04/10-04/25
9025 Highland Ct,"9025 Highland Crt, Burnaby, BC",89,CIVIC_NUMBER(100),"[LOCALITY.missing:10, PROVINCE.missing:1]",-122.9098016,49.2791214,Kanzan,04/10-04/25
7870 6th St,"7870 6th St, Burnaby, BC",89,CIVIC_NUMBER(100),"[LOCALITY.missing:10, PROVINCE.missing:1]",-122.9278472,49.2195852,Kanzan,04/10-04/25
8669 Tenth Ave,"8669 10th Ave, Burnaby, BC",89,CIVIC_NUMBER(100),"[LOCALITY.missing:10, PROVINCE.missing:1]",-122.9063433,49.2310423,Kanzan,04/10-04/25
6059 Pandora St,"6059 Pandora St, Burnaby, BC",88,BLOCK(99),"[LOCALITY.missing:10, PROVINCE.missing:1]",-122.9759162,49.2826021,Kanzan,04/10-04/25
5751 Marine Way,"5751 Marine Way, Burnaby, BC",89,CIVIC_NUMBER(100),"[LOCALITY.missing:10, PROVINCE.missing:1]",-122.9734758,49.1989033,Kanzan,04/10-04/25
4088 Union St,"4088 Union St, Burnaby, BC",89,CIVIC_NUMBER(100),"[LOCALITY.missing:10, PROVINCE.missing:1]",-123.0149813,49.277208,Kanzan,04/10-04/25
5906-5948 Clinton St,"UNIT 5906 -- 5948 Clinton St, Burnaby, BC",87,BLOCK(99),"[UNIT_DESIGNATOR.missing:0, UNIT_NUMBER.notMatched:1, LOCALITY.missing:10, PROVINCE.missing:1]",-122.9766824,49.212917,Kanzan,04/10-04/25
3755-3771 Portland St,"UNIT 3755 -- 3771 Portland St, Burnaby, BC",88,CIVIC_NUMBER(100),"[UNIT_DESIGNATOR.missing:0, UNIT_NUMBER.notMatched:1, LOCALITY.missing:10, PROVINCE.missing:1]",-123.0217608,49.2120861,Kanzan,04/10-04/25
201 Kensington Ave,"201 Kensington Ave, Burnaby, BC",88,BLOCK(99),"[LOCALITY.missing:10, PROVINCE.missing:1]",-122.970054,49.2818409,Kanzan,04/10-04/25
6552 Grant St,"6552 Grant St, Burnaby, BC",89,CIVIC_NUMBER(100),"[LOCALITY.missing:10, PROVINCE.missing:1]",-122.9688083,49.2704353,Kanzan,04/10-04/25
700 Hammarskjold Dr,"700 Hammarskjold Dr, Burnaby, BC",89,CIVIC_NUMBER(100),"[LOCALITY.missing:10, PROVINCE.missing:1]",-122.971119,49.2792379,Kanzan,04/10-04/25
4785 Fairlawn Dr,"4785 Fairlawn Dr, Burnaby, BC",89,CIVIC_NUMBER(100),"[LOCALITY.missing:10, PROVINCE.missing:1]",-122.9960611,49.2739717,Kanzan,04/10-04/25
7057 Salisbury Ave,"7057 Salisbury Ave, Burnaby, BC",89,CIVIC_NUMBER(100),"[LOCALITY.missing:10, PROVINCE.missing:1]",-122.9579235,49.2197625,Kanzan,04/10-04/25
NB Smith Ave @ Moscrop St Smith Ave,BC,1,PROVINCE(1),[],-122.7452849,53.913051,Kanzan,04/10-04/25
20 Boundary Rd,"20 Boundary Rd, Lake Cowichan, BC",88,BLOCK(99),"[LOCALITY.missing:10, PROVINCE.missing:1, MAX_RESULTS.too_low_to_include_all_best_matches:0]",-124.0438032,48.8234061,Kanzan,04/10-04/25
Luckakuck Cotton Corner ShoppingMall,BC,1,PROVINCE(1),[],-122.7452849,53.913051,Kanzan,04/10-04/25
Vedder rd and South Sumas rd,"South Sumas Rd and Vedder Rd, Chilliwack, BC",89,INTERSECTION(100),"[LOCALITY.missing:10, PROVINCE.missing:1, MAX_RESULTS.too_low_to_include_all_best_matches:0]",-121.957837,49.1184187,Kanzan,04/10-04/25
2903-2929 Barnet Hwy,"UNIT 2903 -- 2929 Barnet Hwy, Coquitlam, BC",88,CIVIC_NUMBER(100),"[UNIT_DESIGNATOR.missing:0, UNIT_NUMBER.notMatched:1, LOCALITY.missing:10, PROVINCE.missing:1]",-122.7944337,49.2802521,Kanzan,04/10-04/25
2561 Runnel Dr,"2561 Runnel Dr, Coquitlam, BC",89,CIVIC_NUMBER(100),"[LOCALITY.missing:10, PROVINCE.missing:1]",-122.8201165,49.2793542,Kanzan,04/10-04/25
2708-2798 Guildford Way,"UNIT 2708 -- 2798 Guildford Way, Coquitlam, BC",87,BLOCK(99),"[UNIT_DESIGNATOR.missing:0, UNIT_NUMBER.notMatched:1, LOCALITY.missing:10, PROVINCE.missing:1]",-122.8057379,49.284846,Kanzan,04/10-04/25
2881 Barnet Hwy,"2881 Barnet Hwy, Coquitlam, BC",89,CIVIC_NUMBER(100),"[LOCALITY.missing:10, PROVINCE.missing:1]",-122.8034455,49.2779338,Kanzan,04/10-04/25
1 Ingersoll Ave,"Ingersoll Ave, Port Moody, BC",66,STREET(78),"[LOCALITY.missing:10, CIVIC_NUMBER.notInAnyBlock:1, PROVINCE.missing:1, MAX_RESULTS.too_low_to_include_all_best_matches:0]",-122.8763304,49.2708384,Kanzan,04/10-04/25
Northbound Lansdowne Dr @ Steeple Dr Coquitlam,"Coquitlam, BC",55,LOCALITY(68),"[STREET_NAME.notMatched:12, PROVINCE.missing:1]",-122.7933334,49.2838889,Kanzan,04/10-04/25
1270 Lansdowne Dr,"1270 Lansdowne Dr, Coquitlam, BC",89,CIVIC_NUMBER(100),"[LOCALITY.missing:10, PROVINCE.missing:1]",-122.8174891,49.2871954,Kanzan,04/10-04/25
Southbound Lansdowne Dr @ Mccoomb Dr Coquitlam,"Southpoint Dr, Burnaby, BC",56,STREET(78),"[LOCALITY_GARBAGE.notAllowed:3, LOCALITY.isAlias:4, STREET_NAME.spelledWrong:2, STREET_TYPE.missing:6, PROVINCE.missing:1, FAULTS.tooMany:6, MAX_RESULTS.too_low_to_include_all_best_matches:0]",-122.9601027,49.2088941,Kanzan,04/10-04/25
1080 Westwood St,"1080 Westwood St, Coquitlam, BC",88,BLOCK(99),"[LOCALITY.missing:10, PROVINCE.missing:1, MAX_RESULTS.too_low_to_include_all_best_matches:0]",-122.7907275,49.2680429,Kanzan,04/10-04/25
1111 Ponderosa St,"1111 Ponderosa St, Coquitlam, BC",89,CIVIC_NUMBER(100),"[LOCALITY.missing:10, PROVINCE.missing:1]",-122.7928588,49.2775837,Kanzan,04/10-04/25
2750 Barnet Hwy,"2750 Barnet Hwy, Coquitlam, BC",89,CIVIC_NUMBER(100),"[LOCALITY.missing:10, PROVINCE.missing:1]",-122.8078377,49.2774242,Kanzan,04/10-04/25
1149 Durant Dr,"1149 Durant Dr, Coquitlam, BC",89,CIVIC_NUMBER(100),"[LOCALITY.missing:10, PROVINCE.missing:1]",-122.7994391,49.2875897,Kanzan,04/10-04/25
David Ave Coquitlam,"David Ave, Coquitlam, BC",77,STREET(78),[PROVINCE.missing:1],-122.7725186,49.2948497,Kanzan,04/10-04/25
1148 Westwood St,"1148 Westwood St, Coquitlam, BC",89,CIVIC_NUMBER(100),"[LOCALITY.missing:10, PROVINCE.missing:1]",-122.7910986,49.2805764,Kanzan,04/10-04/25
2918 Glen Dr,"2918 Glen Dr, Coquitlam, BC",89,CIVIC_NUMBER(100),"[LOCALITY.missing:10, PROVINCE.missing:1]",-122.7995614,49.2822331,Kanzan,04/10-04/25
2990 Town Centre Blvd,"2990 Towne Rd, Abbotsford, BC",74,BLOCK(99),"[LOCALITY.missing:10, STREET_NAME.spelledWrong:2, STREET_DIRECTION.notMatched:2, STREET_DIRECTION.spelledWrong:1, STREET_TYPE.notMatched:3, PROVINCE.missing:1, FAULTS.tooMany:6]",-122.0828651,49.0564432,Kanzan,04/10-04/25
Johnson St @ Packard Ave Coquitlam,"Johnson St, Coquitlam, BC",74,STREET(78),"[LOCALITY_GARBAGE.notAllowed:3, PROVINCE.missing:1]",-122.8009954,49.2906646,Kanzan,04/10-04/25
333 Orchid Dr,"333 Orchard Ave, Penticton, BC",83,BLOCK(99),"[LOCALITY.missing:10, STREET_NAME.spelledWrong:2, STREET_TYPE.notMatched:3, PROVINCE.missing:1]",-119.5960998,49.4941012,Kanzan,04/10-04/25
Holly Dr & Iris Crescent,"Holly Dr and Iris Cres, Coquitlam, BC",89,INTERSECTION(100),"[LOCALITY.missing:10, PROVINCE.missing:1]",-122.7995838,49.2566985,Kanzan,04/10-04/25
101 Station St,"101 Station St, Duncan, BC",89,CIVIC_NUMBER(100),"[LOCALITY.missing:10, PROVINCE.missing:1]",-123.7084324,48.7777794,Kanzan,04/01-04/30
11222-11238 64a Ave,"UNIT 11222 -- 11238 64A Ave, Delta, BC",88,CIVIC_NUMBER(100),"[UNIT_DESIGNATOR.missing:0, UNIT_NUMBER.notMatched:1, LOCALITY.missing:10, PROVINCE.missing:1]",-122.9116694,49.1210515,Kanzan,04/10-04/25
11245 84 Ave,"11245 84 Ave, Delta, BC",89,CIVIC_NUMBER(100),"[LOCALITY.missing:10, PROVINCE.missing:1]",-122.9111757,49.1565555,Kanzan,04/10-04/25
Ladner Trunk Rd,"Ladner Trunk Rd, Delta, BC",67,STREET(78),"[LOCALITY.missing:10, PROVINCE.missing:1]",-122.9978258,49.089973,Kanzan,04/10-04/25
9230 Ladner Trunk Rd,"9230 Ladner Trunk Rd, Delta, BC",89,CIVIC_NUMBER(100),"[LOCALITY.missing:10, PROVINCE.missing:1]",-122.9682876,49.0864497,Kanzan,04/10-04/25
Beatty Walk at Nelson,"Beatty Ave, Nelson, BC",71,STREET(78),"[LOCALITY_GARBAGE.notAllowed:3, STREET_TYPE.notMatched:3, PROVINCE.missing:1]",-117.2772762,49.5088636,Kanzan,04/10-04/25
National,"National Ave, Richmond, BC",61,STREET(78),"[LOCALITY.missing:10, STREET_TYPE.missing:6, PROVINCE.missing:1, MAX_RESULTS.too_low_to_include_all_best_matches:0]",-123.0480182,49.1990872,Kanzan,04/10-04/25
Davie St. between Homer and Richards,"Richardson Island, BC",53,LOCALITY(68),"[STREET_NAME.notMatched:12, LOCALITY.spelledWrong:2, PROVINCE.missing:1]",-131.7509837,52.7363902,Kanzan,04/10-04/25
Victory Square,"Victory Dr, Port Moody, BC",64,STREET(78),"[LOCALITY.missing:10, STREET_TYPE.notMatched:3, PROVINCE.missing:1, MAX_RESULTS.too_low_to_include_all_best_matches:0]",-122.8794544,49.2775776,Kanzan,04/10-04/25
Vancouver Playhouse,"Klahoose 1 near Toba Inlet, BC",44,LOCALITY(68),"[LOCALITY_INITIAL_GARBAGE.notAllowed:20, LOCALITY.partialMatch:1, LOCALITY.spelledWrong:2, PROVINCE.missing:1]",-124.3177778,50.5163889,Kanzan,04/10-04/25
W Georgia - Burrard to Bute,"Butedale in Princess Royal Island, BC",55,LOCALITY(68),"[STREET_NAME.notMatched:12, PROVINCE.missing:1]",-128.7013888,53.1497222,Kanzan,04/10-04/25
853 Richards St,"853 Richards St, Vancouver, BC",89,CIVIC_NUMBER(100),"[LOCALITY.missing:10, PROVINCE.missing:1]",-123.1189767,49.2797364,Kanzan,04/10-04/25
534 W Pender St,"534 W Pender St, Vancouver, BC",89,CIVIC_NUMBER(100),"[LOCALITY.missing:10, PROVINCE.missing:1]",-123.1137622,49.2835873,Kanzan,04/10-04/25
1039-1047 W Hastings St,"UNIT 1039 -- 1047 W Hastings St, Vancouver, BC",87,BLOCK(99),"[UNIT_DESIGNATOR.missing:0, UNIT_NUMBER.notMatched:1, LOCALITY.missing:10, PROVINCE.missing:1]",-123.1181445,49.2875691,Kanzan,04/10-04/25
16th,"16 Avenue Underpass, Surrey, BC",65,STREET(78),"[STREET_NAME.partialMatch:1, LOCALITY.missing:10, STREET_QUALIFIER.missing:1, PROVINCE.missing:1]",-122.7691973,49.031117,Kanzan,04/10-04/25
18th east of Highbury,"18 E St, Okanagan Falls, BC",55,BLOCK(99),"[LOCALITY.spelledWrong:2, LOCALITY.notMatched:35, STREET_TYPE.missing:6, PROVINCE.missing:1, MAX_RESULTS.too_low_to_include_all_best_matches:0]",-119.5570947,49.3374461,Kanzan,04/10-04/25
West 36~38 Ave. and Crown to Camosun St.,"St. Eugene Mission in Cranbrook, BC",55,LOCALITY(68),"[STREET_NAME.notMatched:12, PROVINCE.missing:1]",-115.7508333,49.5830556,Kanzan,04/10-04/25
Olympic,"Olympic Dr, Malahat, BC",61,STREET(78),"[LOCALITY.missing:10, STREET_TYPE.missing:6, PROVINCE.missing:1, MAX_RESULTS.too_low_to_include_all_best_matches:0]",-123.5698178,48.5131913,Kanzan,04/10-04/25
43rd,"43 St, Vernon, BC",61,STREET(78),"[LOCALITY.missing:10, STREET_TYPE.missing:6, PROVINCE.missing:1, MAX_RESULTS.too_low_to_include_all_best_matches:0]",-119.2986039,50.2562957,Kanzan,04/10-04/25
Balaclava Park,"Balaclava St, Vancouver, BC",64,STREET(78),"[LOCALITY.missing:10, STREET_TYPE.notMatched:3, PROVINCE.missing:1, MAX_RESULTS.too_low_to_include_all_best_matches:0]",-123.175723,49.2435167,Kanzan,04/10-04/25
3455 W 31st Ave,"3455 W 31st Ave, Vancouver, BC",89,CIVIC_NUMBER(100),"[LOCALITY.missing:10, PROVINCE.missing:1]",-123.1811997,49.2445041,Kanzan,04/10-04/25
3355 Deering Island Pl,"3355 Deering Island Pl, Vancouver, BC",89,CIVIC_NUMBER(100),"[LOCALITY.missing:10, PROVINCE.missing:1]",-123.1816529,49.2173674,Kanzan,04/10-04/25
3955 Dunbar St,"3955 Dunbar St, Vancouver, BC",89,CIVIC_NUMBER(100),"[LOCALITY.missing:10, PROVINCE.missing:1]",-123.1855843,49.2514551,Kanzan,04/10-04/25
4037 W 18th Ave,"4037 W 18th Ave, Vancouver, BC",89,CIVIC_NUMBER(100),"[LOCALITY.missing:10, PROVINCE.missing:1]",-123.1947384,49.2567826,Kanzan,04/10-04/25
6042 Holland St,"6042 Holland St, Vancouver, BC",89,CIVIC_NUMBER(100),"[LOCALITY.missing:10, PROVINCE.missing:1]",-123.1920177,49.2316085,Kanzan,04/10-04/25
3256-3266 W 22nd Ave,"UNIT 3256 -- 3266 W 22nd Ave, Vancouver, BC",87,BLOCK(99),"[UNIT_DESIGNATOR.missing:0, UNIT_NUMBER.notMatched:1, LOCALITY.missing:10, PROVINCE.missing:1]",-123.1772919,49.2527984,Kanzan,04/10-04/25
7th Ave from Hemlock to Main,"7 Frome Rd, Westbridge, BC",58,BLOCK(99),"[LOCALITY.notMatched:35, STREET_NAME.spelledWrong:2, STREET_TYPE.notMatched:3, STREET_TYPE.notPrefix:0, PROVINCE.missing:1]",-118.8763637,49.3321696,Kanzan,04/10-04/25
Sutcliffe Park,"Sutcliffe Rd, Saanich, BC",64,STREET(78),"[LOCALITY.missing:10, STREET_TYPE.notMatched:3, PROVINCE.missing:1, MAX_RESULTS.too_low_to_include_all_best_matches:0]",-123.3695392,48.5245916,Kanzan,04/10-04/25
8th,"8th Avenue Overpass, Surrey, BC",65,STREET(78),"[STREET_NAME.partialMatch:1, LOCALITY.missing:10, STREET_QUALIFIER.missing:1, PROVINCE.missing:1]",-122.7596834,49.0167262,Kanzan,04/10-04/25
Willow,"Willow, Black Creek, BC",67,STREET(78),"[LOCALITY.missing:10, PROVINCE.missing:1]",-125.0976044,49.8462815,Kanzan,04/10-04/25
Oak at 10th,"Ten Mile Lake in Quesnel, BC",55,LOCALITY(68),"[STREET_NAME.notMatched:12, PROVINCE.missing:1]",-122.4344444,53.0830556,Kanzan,04/10-04/25
3rd,"Third Beach, Vancouver, BC",66,STREET(78),"[LOCALITY.missing:10, STREET_QUALIFIER.missing:1, PROVINCE.missing:1, MAX_RESULTS.too_low_to_include_all_best_matches:0]",-123.1563399,49.3033463,Kanzan,04/10-04/25
Heather Street,"Heather St, Duncan, BC",67,STREET(78),"[LOCALITY.missing:10, PROVINCE.missing:1, MAX_RESULTS.too_low_to_include_all_best_matches:0]",-123.6896205,48.7840277,Kanzan,04/10-04/25
Granville Island,"Granville Bridge, Vancouver, BC",66,STREET(78),"[LOCALITY.missing:10, STREET_QUALIFIER.notMatched:1, PROVINCE.missing:1]",-123.1342348,49.2717674,Kanzan,04/10-04/25
Willow St West Side at 12th,"12 Mile in Germansen Landing, BC",55,LOCALITY(68),"[STREET_NAME.notMatched:12, PROVINCE.missing:1]",-124.9680555,55.8163889,Kanzan,04/10-04/25
1155 W 8th east of Alder,"1155 W 8th Ave, Vancouver, BC",58,CIVIC_NUMBER(100),"[LOCALITY.notMatched:35, STREET_TYPE.missing:6, PROVINCE.missing:1]",-123.1304673,49.2646041,Kanzan,04/10-04/25
15 Creekside Dr,"15 Creekstone Dr, Abbotsford, BC",86,BLOCK(99),"[LOCALITY.missing:10, STREET_NAME.spelledWrong:2, PROVINCE.missing:1, MAX_RESULTS.too_low_to_include_all_best_matches:0]",-122.262416,49.0670652,Kanzan,04/10-04/25
2225-2265 Fir St,"UNIT 2225 -- 2265 Fir St, Vancouver, BC",87,BLOCK(99),"[UNIT_DESIGNATOR.missing:0, UNIT_NUMBER.notMatched:1, LOCALITY.missing:10, PROVINCE.missing:1]",-123.1410367,49.2656565,Kanzan,04/10-04/25
1366-1398 W 8th Ave,"UNIT 1366 -- 1398 W 8th Ave, Vancouver, BC",87,BLOCK(99),"[UNIT_DESIGNATOR.missing:0, UNIT_NUMBER.notMatched:1, LOCALITY.missing:10, PROVINCE.missing:1]",-123.1360276,49.2644272,Kanzan,04/10-04/25
1214 Island Park Walk,"1214 Island Park Walk, Vancouver, BC",89,CIVIC_NUMBER(100),"[LOCALITY.missing:10, PROVINCE.missing:1]",-123.132612,49.2672462,Kanzan,04/10-04/25
1800 Spyglass Pl,"1800 Spyglass Pl, Vancouver, BC",89,CIVIC_NUMBER(100),"[LOCALITY.missing:10, PROVINCE.missing:1]",-123.114891,49.2703048,Kanzan,04/10-04/25
943 W 8th Ave,"943 W 8th Ave, Vancouver, BC",89,CIVIC_NUMBER(100),"[LOCALITY.missing:10, PROVINCE.missing:1]",-123.1252236,49.2645366,Kanzan,04/10-04/25
2nd,"Second Beach, Vancouver, BC",66,STREET(78),"[LOCALITY.missing:10, STREET_QUALIFIER.missing:1, PROVINCE.missing:1, MAX_RESULTS.too_low_to_include_all_best_matches:0]",-123.1520478,49.295101,Kanzan,04/10-04/25
E 3rd Ave,"UNIT E -- 3 Aveling Coalmine Rd, Telkwa, BC",74,BLOCK(99),"[STREET_NAME.partialMatch:1, UNIT_DESIGNATOR.missing:0, UNIT_NUMBER.notMatched:1, LOCALITY.missing:10, STREET_TYPE.missing:6, PROVINCE.missing:1, FAULTS.tooMany:6]",-127.1149176,54.6597741,Kanzan,04/10-04/25
Semlin at Graveley,"Gravelle Ferry in Quesnel, BC",53,LOCALITY(68),"[STREET_NAME.notMatched:12, LOCALITY.spelledWrong:2, PROVINCE.missing:1]",-122.2344445,52.8497222,Kanzan,04/10-04/25
Templeton south of 1st,"Premier in Stewart, BC",55,LOCALITY(68),"[STREET_NAME.notMatched:12, PROVINCE.missing:1]",-130.0183334,56.0497223,Kanzan,04/10-04/25
Parker and Salsbury,"Parker St and Salsbury Dr, Vancouver, BC",77,INTERSECTION(100),"[STREET_TYPE.missing:6, STREET_TYPE.missing:6, LOCALITY.missing:10, PROVINCE.missing:1]",-123.0675656,49.2757489,Kanzan,04/10-04/25
McLean,"McLean Ranch in Halfway River, BC",66,LOCALITY(68),"[LOCALITY.partialMatch:1, PROVINCE.missing:1]",-122.1513889,56.5163889,Kanzan,04/10-04/25
2350 Garden Dr,"2350 Garden Dr, Vancouver, BC",89,CIVIC_NUMBER(100),"[LOCALITY.missing:10, PROVINCE.missing:1]",-123.0577272,49.263456,Kanzan,04/10-04/25
1812 Charles St,"1812 Charles St, Vancouver, BC",89,CIVIC_NUMBER(100),"[LOCALITY.missing:10, PROVINCE.missing:1]",-123.0671543,49.2727563,Kanzan,04/10-04/25
1028 Garden Dr,"1028 Garden Dr, Vancouver, BC",89,CIVIC_NUMBER(100),"[LOCALITY.missing:10, PROVINCE.missing:1]",-123.0576972,49.2754083,Kanzan,04/10-04/25
7th,"Seven Mile Recycling, Port McNeill, BC",66,STREET(78),"[STREET_NAME.partialMatch:1, LOCALITY.missing:10, PROVINCE.missing:1, MAX_RESULTS.too_low_to_include_all_best_matches:0]",-127.2371089,50.6092535,Kanzan,04/10-04/25
Nanaimo from Pandora to Venables,"Venables Valley, BC",55,LOCALITY(68),"[STREET_NAME.notMatched:12, PROVINCE.missing:1]",-121.3870687,50.5371802,Kanzan,04/10-04/25
Slocan at Turner,"Turnour Island, BC",53,LOCALITY(68),"[STREET_NAME.notMatched:12, LOCALITY.spelledWrong:2, PROVINCE.missing:1, MAX_RESULTS.too_low_to_include_all_best_matches:0]",-126.4511206,50.6094547,Kanzan,04/10-04/25
Hermon Dr and E 5th Ave.,"E 5th Ave and Hermon Dr, Vancouver, BC",89,INTERSECTION(100),"[LOCALITY.missing:10, PROVINCE.missing:1]",-123.0299199,49.2656578,Kanzan,04/10-04/25
